GENE_ID,GENE_SYMBOL,PATHWAY_ID,PATHWAY_NAME
hsa:2180,ACSL1,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:2181,ACSL3,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:2182,ACSL4,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:51703,ACSL5,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:23305,ACSL6,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:124,ADH1A,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:125,ADH1B,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:126,ADH1C,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:127,ADH4,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:128,ADH5,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:130,ADH6,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:131,ADH7,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:219,ALDH1B1,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:217,ALDH2,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:224,ALDH3A2,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:501,ALDH7A1,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:223,ALDH9A1,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:1374,CPT1A,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:1375,CPT1B,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:126129,CPT1C,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:1376,CPT2,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:113612,CYP2U1,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:1892,ECHS1,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:1632,ECI1,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:10455,ECI2,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:1962,EHHADH,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:2639,GCDH,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:3033,HADH,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:3030,HADHA,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:3032,HADHB,hsa00071,Fatty acid degradation - Homo sapiens (human)
hsa:1056,CEL,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:1591,CYP24A1,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:1594,CYP27B1,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:120227,CYP2R1,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:1595,CYP51A1,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:1718,DHCR24,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:1717,DHCR7,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:10682,EBP,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:2222,FDFT1,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:51478,HSD17B7,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:3930,LBR,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:3988,LIPA,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:4047,LSS,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:6307,MSMO1,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:50814,NSDHL,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:6309,SC5D,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:6646,SOAT1,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:8435,SOAT2,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:6713,SQLE,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:7108,TM7SF2,hsa00100,Steroid biosynthesis - Homo sapiens (human)
hsa:10005,ACOT8,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:8309,ACOX2,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:1109,AKR1C4,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:6718,AKR1D1,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:23600,AMACR,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:570,BAAT,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:9023,CH25H,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:1593,CYP27A1,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:51302,CYP39A1,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:10858,CYP46A1,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:1581,CYP7A1,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:9420,CYP7B1,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:1582,CYP8B1,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:3295,HSD17B4,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:80270,HSD3B7,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:6342,SCP2,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:10998,SLC27A5,hsa00120,Primary bile acid biosynthesis - Homo sapiens (human)
hsa:27235,COQ2,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:51805,COQ3,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:51117,COQ4,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:84274,COQ5,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:51004,COQ6,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:10229,COQ7,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:2677,GGCX,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:3242,HPD,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:1728,NQO1,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:6898,TAT,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:79001,VKORC1,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:154807,VKORC1L1,hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)
hsa:1645,AKR1C1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1646,AKR1C2,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:8644,AKR1C3,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1109,AKR1C4,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:340811,AKR1C8,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:6718,AKR1D1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1312,COMT,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1583,CYP11A1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1584,CYP11B1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1585,CYP11B2,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1586,CYP17A1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1588,CYP19A1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1543,CYP1A1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1544,CYP1A2,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1545,CYP1B1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1589,CYP21A2,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1571,CYP2E1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1576,CYP3A4,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1577,CYP3A5,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1551,CYP3A7,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:100861540,CYP3A7-CYP3A51P,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:1581,CYP7A1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:9420,CYP7B1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:79154,DHRS11,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:3290,HSD11B1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:374875,HSD11B1L,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:3291,HSD11B2,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:3292,HSD17B1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:51170,HSD17B11,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:51144,HSD17B12,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:3294,HSD17B2,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:3293,HSD17B3,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:8630,HSD17B6,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:51478,HSD17B7,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:7923,HSD17B8,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:3283,HSD3B1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:3284,HSD3B2,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:220074,LRTOMT,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:6715,SRD5A1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:6716,SRD5A2,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:79644,SRD5A3,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:412,STS,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:6783,SULT1E1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:6820,SULT2B1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:120356740,TOMT,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:54658,UGT1A1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:54575,UGT1A10,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:54659,UGT1A3,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:54657,UGT1A4,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:54579,UGT1A5,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:54578,UGT1A6,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:54577,UGT1A7,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:54576,UGT1A8,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:54600,UGT1A9,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:10941,UGT2A1,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:574537,UGT2A2,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:79799,UGT2A3,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:7365,UGT2B10,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:10720,UGT2B11,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:7366,UGT2B15,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:7367,UGT2B17,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:54490,UGT2B28,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:7363,UGT2B4,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:7364,UGT2B7,hsa00140,Steroid hormone biosynthesis - Homo sapiens (human)
hsa:124901481,ATP synthase subunit f,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:479,ATP12A,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:495,ATP4A,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:496,ATP4B,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:498,ATP5F1A,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:506,ATP5F1B,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:509,ATP5F1C,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:513,ATP5F1D,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:514,ATP5F1E,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:516,ATP5MC1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:517,ATP5MC2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:518,ATP5MC3,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:521,ATP5ME,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:9551,ATP5MF,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:10632,ATP5MG,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:267020,ATP5MGL,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:515,ATP5PB,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:10476,ATP5PD,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:522,ATP5PF,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:539,ATP5PO,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4508,ATP6,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:537,ATP6AP1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:535,ATP6V0A1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:23545,ATP6V0A2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:50617,ATP6V0A4,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:533,ATP6V0B,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:527,ATP6V0C,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:9114,ATP6V0D1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:245972,ATP6V0D2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:8992,ATP6V0E1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:155066,ATP6V0E2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:523,ATP6V1A,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:525,ATP6V1B1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:526,ATP6V1B2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:528,ATP6V1C1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:245973,ATP6V1C2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:51382,ATP6V1D,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:529,ATP6V1E1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:90423,ATP6V1E2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:9296,ATP6V1F,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:101927180,ATP6V1FP2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:9550,ATP6V1G1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:534,ATP6V1G2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:127124,ATP6V1G3,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:51606,ATP6V1H,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4509,ATP8,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4512,COX1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1352,COX10,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1353,COX11,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1355,COX15,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:10063,COX17,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4513,COX2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4514,COX3,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1327,COX4I1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:84701,COX4I2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:9377,COX5A,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1329,COX5B,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1337,COX6A1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1339,COX6A2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1340,COX6B1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:125965,COX6B2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1345,COX6C,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1346,COX7A1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1347,COX7A2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:9167,COX7A2L,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1349,COX7B,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:170712,COX7B2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1350,COX7C,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1351,COX8A,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:341947,COX8C,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4697,COXFA4,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:56901,COXFA4L2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:1537,CYC1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:54205,CYCS,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4519,CYTB,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:64077,LHPP,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4535,ND1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4536,ND2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4537,ND3,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4538,ND4,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4539,ND4L,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4540,ND5,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4541,ND6,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4694,NDUFA1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4705,NDUFA10,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:126328,NDUFA11,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:55967,NDUFA12,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:51079,NDUFA13,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4695,NDUFA2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4696,NDUFA3,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4698,NDUFA5,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4700,NDUFA6,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4701,NDUFA7,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4702,NDUFA8,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4704,NDUFA9,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4706,NDUFAB1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4707,NDUFB1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4716,NDUFB10,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:54539,NDUFB11,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4708,NDUFB2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4709,NDUFB3,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4710,NDUFB4,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4711,NDUFB5,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4712,NDUFB6,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4713,NDUFB7,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4714,NDUFB8,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4715,NDUFB9,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4717,NDUFC1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4718,NDUFC2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:100532726,NDUFC2-KCTD14,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4719,NDUFS1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4720,NDUFS2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4722,NDUFS3,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4724,NDUFS4,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4725,NDUFS5,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4726,NDUFS6,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:374291,NDUFS7,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4728,NDUFS8,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4723,NDUFV1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4729,NDUFV2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:4731,NDUFV3,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:5464,PPA1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:27068,PPA2,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:6389,SDHA,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:6390,SDHB,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:6391,SDHC,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:6392,SDHD,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:10312,TCIRG1,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:29796,UQCR10,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
hsa:10975,UQCR11,hsa00190,Oxidative phosphorylation - Homo sapiens (human)
